mr_id,mr_title,author,repo,total_changed_lines,added_lines,deleted_lines,changed_files_count,max_file_changed_lines,code_files_count,test_files_count,has_only_test_change,has_only_doc_change,code_lines_ratio,modified_methods_count,max_method_complexity,max_method_lines,max_nesting_level,has_new_dependency,has_database_migration,has_api_change,has_breaking_change,has_unit_test,unit_test_coverage,test_coverage_change,new_test_count,test_to_code_ratio,ci_build_passed,ci_unit_test_passed,ci_lint_passed,lint_issues_count,security_vulnerabilities,code_smells_count,author_total_mrs,author_mrs_last_30d,author_merge_rate_30d,author_revert_rate_30d,is_first_mr,is_core_contributor,author_days_in_repo,author_avg_mr_size,author_bug_fix_count_30d,commit_count,avg_commit_size,commit_message_quality,repo_importance_score,is_repo_owner,is_maintainer,involves_payment,involves_pii,involves_auth,involves_security,modifies_critical_file,has_todo_or_fixme,can_auto_merge
MR-01263,Feature/Fix #1263,author_8,repo_4,56,27,2,4,29,1,1,0,0,0.798562915542372,8,10.619413656573832,22,4,0,0,0,0,1,56.06359915690603,-3.8099828499025534,3,0.4442292410194772,1,1,1,5,1,2,3,5,0.8096663675732422,0.0154891497903764,0,1,74,73,1,1,161,7.333257834370865,5.268824252985999,0,1,0,0,0,0,0,0,0
MR-01264,Feature/Fix #1264,author_23,repo_6,1,31,70,3,78,3,1,0,0,0.7218703454207356,3,6.813874468256785,42,3,0,1,0,0,0,57.82187793228004,6.8684603789964855,3,0.4396071053233644,1,1,0,4,0,1,1,5,0.7953524123360893,0.0304990723879431,0,0,90,71,0,2,64,6.444887398331369,5.447289131647845,0,0,0,0,0,0,0,0,0
MR-01265,Feature/Fix #1265,author_7,repo_11,67,21,19,4,22,1,1,0,0,0.7218609126979293,2,9.264114856726856,10,7,0,0,0,0,1,28.98136125901679,-12.460775826767176,0,0.5192497741127691,1,1,0,6,0,2,34,4,0.9891788194436456,0.1491561629943881,0,0,703,10,0,4,15,7.499668444882594,6.2641843907687935,0,0,0,0,0,0,0,0,1
MR-01266,Feature/Fix #1266,author_3,repo_2,1,79,38,4,51,3,0,0,0,0.6036263745269855,10,12.000593623366626,11,2,0,0,0,0,1,71.5452500471775,5.797399490670868,4,0.6617790863171893,1,1,0,3,0,3,11,5,0.7219774013141587,0.060011067854324,0,1,182,153,1,1,34,5.999297169668235,7.166839450705693,0,0,0,0,0,0,0,0,1
MR-01267,Feature/Fix #1267,author_10,repo_4,42,0,26,3,83,0,0,0,0,0.5863799763607248,7,7.566628803843374,10,2,0,0,0,0,0,71.87288366600797,5.275084995047287,3,0.1112791190775428,1,1,0,3,0,3,17,1,0.812931381134954,0.0757990436239219,0,0,252,247,1,5,13,8.666791755680034,5.389225546535302,0,0,0,0,0,0,0,1,0
MR-01268,Feature/Fix #1268,author_10,repo_2,18,33,18,1,7,1,1,0,0,0.7758927542566214,2,6.000617849173688,10,2,0,0,0,0,0,53.40429937958309,-3.2832811361477914,1,0.2150389137198397,1,1,1,6,0,2,9,5,0.9506343844753722,0.0963265595121192,0,1,91,17,2,1,39,5.373832711265959,6.8902133981899,0,0,0,0,0,0,0,0,1
MR-01269,Feature/Fix #1269,author_19,repo_10,37,79,2,1,23,2,2,0,0,0.5934771110425892,9,3.4953814223985464,19,4,0,0,0,0,1,53.78313170394829,-6.989260070468677,2,0.3567672824952211,1,1,0,3,0,1,2,6,0.8175483143948258,0.0700506719030752,0,0,68,629,2,2,27,7.329935899493809,6.001943652202797,1,0,0,0,0,0,0,0,0
MR-01270,Feature/Fix #1270,author_14,repo_5,47,49,25,5,35,2,1,1,0,0.8075886012466282,2,8.423263922678576,10,4,0,0,0,0,1,77.34054988962247,3.972446737384276,2,0.1396751086264687,1,1,1,6,3,2,18,7,0.915644822955334,0.0205238319337277,0,0,123,72,1,5,96,8.745691139094532,5.632352758660785,0,0,0,0,0,1,0,0,1
MR-01271,Feature/Fix #1271,author_2,repo_7,16,4,4,4,14,1,3,0,0,0.608619510007601,8,10.448068289638233,12,4,0,0,0,0,1,87.1317680076374,-4.462437832841249,1,0.6879194043469862,1,1,1,3,2,1,27,5,0.8470336186072454,0.0047245487170921,1,0,51,24,2,2,39,6.277904110606799,6.41243370590708,0,0,0,0,0,0,0,1,0
MR-01272,Feature/Fix #1272,author_1,repo_1,4,9,13,2,47,3,0,0,0,0.4138202398472533,2,1.991056431236763,34,2,0,1,0,0,1,66.37436309161143,0.3120558445015861,1,0.1748878200761395,1,1,1,0,0,4,26,3,0.7590939039815604,0.2251030317070665,0,0,12,126,2,4,177,8.076510347759129,4.156170005011204,0,0,0,0,0,0,0,0,0
MR-01273,Feature/Fix #1273,author_23,repo_10,2,4,24,4,42,1,0,0,0,0.3809388072015418,4,7.96748945422249,39,1,0,0,0,1,1,65.28888043907656,8.376542015834927,1,0.1825768465472862,1,1,0,5,0,3,9,5,0.7538335716476146,0.0192973605834999,0,0,75,171,1,2,13,8.31079268005572,5.590390366756703,0,0,0,0,0,0,0,0,0
MR-01274,Feature/Fix #1274,author_23,repo_10,35,22,38,3,19,3,2,0,0,0.5137449495940519,0,2.946451054727768,10,2,0,0,0,0,0,72.32935441109414,2.016259536712405,1,0.511243303466279,1,1,1,2,0,2,17,3,0.7949532956013761,0.0156015415354422,0,0,159,25,4,8,18,4.2100775787309,5.568665691065857,0,0,0,0,1,0,0,0,0
MR-01275,Feature/Fix #1275,author_18,repo_7,29,31,28,5,5,1,2,0,1,0.6764918050038427,3,12.16733579328693,14,5,0,0,0,0,1,66.02209971931956,3.720904902959063,1,0.5133205118265036,1,1,1,3,1,4,21,9,0.9359623889787588,0.1172962474703767,0,0,514,800,2,5,10,8.39325942600294,6.5099262562820295,0,0,0,0,0,0,0,0,1
MR-01276,Feature/Fix #1276,author_7,repo_10,54,9,27,5,5,4,1,0,0,0.4076892324687965,0,5.946744274086123,15,4,0,0,0,0,1,49.61239666208812,10.279981479471186,2,0.3594355545537376,1,1,0,4,1,0,17,5,0.9049069950097088,0.0143844975963119,0,0,84,282,0,1,67,8.295097039704372,4.315502085790957,0,0,0,0,0,0,0,0,0
MR-01277,Feature/Fix #1277,author_8,repo_6,28,19,4,5,16,3,1,0,0,0.6807694810995503,2,4.221620736824663,73,2,0,0,0,0,0,54.44301692567593,-3.11720803528352,3,0.163277534271001,1,1,1,5,0,3,48,4,0.7798861626649163,0.021335834162205,0,0,84,94,1,4,28,5.249962516081403,6.40846744703417,0,0,0,0,1,0,0,0,0
MR-01278,Feature/Fix #1278,author_1,repo_6,21,29,10,3,5,1,1,0,0,0.7760609701581174,3,4.365587137454147,20,3,0,0,0,0,1,85.0075040566654,5.441041739067527,2,0.2536260638066172,1,1,1,4,0,1,116,9,0.85247227319004,0.0802462142532172,0,1,12,20,3,3,35,4.9944406953964045,5.156813206648451,1,0,0,0,0,0,0,0,1
MR-01279,Feature/Fix #1279,author_23,repo_8,20,13,1,2,53,2,0,0,0,0.7638153233614405,3,3.2517980107897304,14,3,0,0,1,0,0,55.78087041454356,-10.930335839515816,5,0.5329436784136745,0,0,1,9,0,1,3,4,0.590962297015286,0.0491962018555587,0,0,124,13,0,1,10,6.589241474764537,8.96093070609677,0,1,1,0,0,0,0,1,0
MR-01280,Feature/Fix #1280,author_3,repo_8,1,48,31,2,14,3,0,0,0,0.597218827003557,3,8.076830257211169,10,4,0,0,0,0,1,69.52336096670469,-1.2143236239508033,1,0.7066871778842476,1,1,1,6,0,0,26,2,0.6874449472793889,0.1774645018862368,0,0,38,57,1,4,60,6.008492810065749,6.233070307598736,0,0,0,0,0,0,0,0,1
MR-01281,Feature/Fix #1281,author_24,repo_6,16,36,76,1,38,3,1,0,0,0.9267364516894656,7,10.877542017227416,64,3,0,0,0,0,1,60.04458412725351,1.8338601231876297,1,0.2989357827147165,1,1,0,4,0,2,19,3,0.8577853983199636,0.0696146424844947,0,0,566,252,1,3,88,7.1976941340273655,4.634431971736445,0,0,0,0,0,0,0,0,1
MR-01282,Feature/Fix #1282,author_23,repo_3,149,1,7,6,14,6,1,0,0,0.6462669311753453,3,5.690620782423894,73,4,1,0,0,0,0,60.02756656501116,-14.861322108061415,1,0.2964360723660128,1,1,0,2,1,4,43,7,0.7394244707786787,0.0506443456158082,1,0,364,66,2,4,66,9.018798841104305,7.494592734312798,0,0,0,0,0,0,0,0,0
MR-01283,Feature/Fix #1283,author_8,repo_5,82,24,2,2,55,4,0,0,0,0.8500096293581542,7,6.895477574450453,128,2,0,0,0,0,1,67.16037071018039,-3.9828974465603113,0,0.4458405562913384,1,1,1,3,0,3,21,6,0.6938244606478468,0.1757915551894404,0,1,204,96,2,3,33,8.76013261553654,6.877177577261605,0,1,0,0,0,1,0,0,0
MR-01284,Feature/Fix #1284,author_22,repo_2,15,6,16,6,76,4,4,1,0,0.8254007257442325,1,4.807669556737146,76,2,0,0,1,0,1,66.06386817532959,-1.182931566794816,1,0.0821450292463315,1,1,1,2,0,5,195,3,0.7481166243624267,0.143010926927455,0,1,123,108,4,1,30,6.509592076737995,8.867988776208865,0,0,0,0,0,0,0,0,1
MR-01285,Feature/Fix #1285,author_15,repo_5,35,20,48,1,63,2,0,0,1,0.7412059164755258,4,9.406535348347742,51,4,0,0,0,1,1,74.91144855942747,1.7664930785301398,2,0.2754933512880577,1,1,1,2,0,2,15,4,0.8679034947571003,0.0180342308197286,0,0,166,416,1,2,94,7.415016584786178,4.960272396278161,0,1,0,0,0,0,0,0,1
MR-01286,Feature/Fix #1286,author_5,repo_9,75,78,20,1,23,2,2,0,1,0.556154662777652,1,7.994718065198614,23,2,0,0,0,0,1,50.55778562671209,-1.6870240173352364,0,0.4059522897990916,1,1,1,3,1,3,13,2,0.9388834036451242,0.0279769011269511,0,0,34,11,2,3,22,8.864374877071079,6.7290151904156765,0,0,0,0,0,0,0,0,1
MR-01287,Feature/Fix #1287,author_3,repo_10,23,52,1,5,5,0,2,0,0,0.6614497583882308,5,14.502086091774794,44,1,0,0,0,0,0,47.24852634600496,-4.328511984991043,4,0.2288531460446894,1,1,1,2,1,1,10,5,0.6536248585667219,0.0728877468647814,1,1,40,21,3,4,18,7.230624627553481,4.268648671034073,0,0,0,1,0,0,0,0,0
MR-01288,Feature/Fix #1288,author_19,repo_1,1,12,91,2,16,0,1,1,0,0.7546304326684539,7,10.43603214972186,32,4,1,0,0,0,0,82.16914548011314,-3.4755848892402543,0,0.2853705054744127,1,1,0,3,1,1,31,2,0.7720539841701094,0.1086154361837655,0,0,6,290,2,4,10,7.222309896354533,7.397701654166109,0,0,0,0,0,0,0,0,1
MR-01289,Feature/Fix #1289,author_1,repo_10,3,8,44,4,19,3,1,0,0,0.7011522652701141,5,3.8076943356001287,48,3,0,0,0,0,1,43.659144916907024,22.63215909971617,2,0.1051088373353531,0,1,1,3,0,3,38,3,0.6773081515914011,0.0263341697811938,0,0,925,44,0,2,25,7.398716900316496,4.545084555859493,0,0,0,0,0,0,0,0,0
MR-01290,Feature/Fix #1290,author_15,repo_5,28,6,3,1,112,1,1,0,0,0.5826011768684937,6,10.32825154450387,42,5,0,0,0,1,1,67.11878399152592,6.014860478139415,1,0.3732004795834525,1,1,0,6,1,5,414,4,0.7515583160846835,0.0062799420214364,0,0,23,50,4,1,16,7.0149103507921655,9.344414066108252,1,1,0,0,0,0,0,1,1
MR-01291,Feature/Fix #1291,author_8,repo_6,139,19,63,4,29,3,3,0,0,0.6655594563816792,4,2.736802164437955,21,2,0,0,0,0,1,78.28991112808308,0.7736667075547787,1,0.731765135688252,1,1,1,3,0,0,16,6,0.8905058364764742,0.0116446205753769,0,0,227,800,2,3,10,8.75881314541552,5.628618584621604,0,0,0,0,0,0,0,0,1
MR-01292,Feature/Fix #1292,author_2,repo_11,47,3,14,7,35,3,0,0,0,0.54535858601213,4,3.891985031789183,22,2,0,0,0,0,1,77.79935709868182,4.714203054223792,4,0.4067710214589548,1,1,1,4,0,3,155,5,0.7828902555441648,0.2012675850628502,0,0,91,469,2,4,45,5.221840307930803,8.221673490417208,1,1,0,0,0,0,0,0,1
MR-01293,Feature/Fix #1293,author_3,repo_7,2,19,11,4,53,4,0,0,0,0.6578892428477287,1,5.719844234880606,37,5,1,0,0,0,1,93.69578120613896,1.9298402615507264,3,0.2855063814690236,1,1,1,2,0,1,57,4,0.8679412572734936,0.0537902236922277,0,0,37,56,3,4,18,7.707844397627801,6.548767869647209,0,0,0,0,0,0,0,1,0
MR-01294,Feature/Fix #1294,author_24,repo_9,8,0,15,1,29,3,1,0,0,0.6113808945050397,3,4.258942057998382,70,4,0,0,0,1,1,40.47061919119003,5.726512513779525,1,0.1887632580573349,1,1,1,0,0,2,262,4,0.8055374170262407,0.00753139279905,0,1,196,22,3,4,33,6.91215798714093,7.317351438348603,0,0,0,0,0,0,0,0,1
MR-01295,Feature/Fix #1295,author_14,repo_6,59,9,44,4,31,5,0,0,0,0.8542223746804471,6,4.9962716574383474,21,4,0,0,0,1,0,76.02016100097404,-9.03152124952688,1,0.434205149829209,1,1,1,3,1,5,274,4,0.3566605617703115,0.0235103049054859,0,0,95,99,3,1,33,5.702365191659033,6.961536995973405,0,0,0,0,0,0,0,0,0
MR-01296,Feature/Fix #1296,author_24,repo_5,73,6,26,7,9,1,1,0,0,0.8590058078398027,4,8.629594759489873,16,5,0,0,0,0,1,80.76618230405033,-2.702605935171613,2,0.4969241808922786,0,0,1,1,1,1,24,6,0.9408761281611108,0.0739370067447376,0,1,81,236,2,3,10,9.839940555013708,6.391771312945189,0,1,0,1,0,0,0,0,0
MR-01297,Feature/Fix #1297,author_14,repo_7,38,88,1,5,5,4,0,0,0,0.8009366287201912,4,7.159321674000757,66,4,0,1,0,0,1,77.7158005278785,-6.12408521149543,1,0.4822049314254883,1,0,1,2,0,4,5,0,0.9924690697700024,0.0268752396900693,0,0,222,302,4,1,10,6.795981842607889,3.5456287622877607,0,0,0,0,0,0,0,1,0
MR-01298,Feature/Fix #1298,author_11,repo_1,41,32,79,1,44,3,2,0,0,0.6744206175637161,6,5.826967474386041,11,3,0,0,0,0,1,54.563065764411576,2.031357282209096,2,0.1143227857525803,1,1,1,3,0,2,5,3,0.7363035793885123,0.0262635639636181,0,0,217,290,2,1,10,6.850170070737491,8.296432704136443,0,1,0,0,0,0,0,0,1
MR-01299,Feature/Fix #1299,author_16,repo_11,1,10,3,1,66,3,1,1,0,0.818962451650779,8,7.960256871710276,86,2,1,0,0,0,1,78.98880213834683,-8.021980102226161,3,0.2773885174725244,1,1,1,1,0,3,5,6,0.7807483775968089,0.0197134433868803,0,0,473,41,3,4,76,5.3507882679081575,8.606671766209773,0,0,0,0,0,0,1,1,1
MR-01300,Feature/Fix #1300,author_4,repo_5,70,2,34,3,18,4,0,0,0,0.5656771811684769,6,1.1056602598273635,27,1,0,0,0,1,0,56.764307680489765,12.833652227470315,2,0.2963165725773587,1,1,1,3,0,2,44,2,0.9203022792380392,0.0489661143422174,0,0,188,28,2,4,33,5.94374656421864,6.8974095675162905,0,0,0,0,0,0,0,0,0
MR-01301,Feature/Fix #1301,author_20,repo_2,62,18,25,2,27,3,0,0,0,0.6882742051039408,2,10.883987174431866,15,2,0,0,0,0,1,57.4371039668461,2.981714182227263,2,0.07910338415173,1,1,1,0,0,4,131,4,0.8048229858855106,0.0445804983427651,0,1,4,35,3,3,10,6.117401608377071,5.1945899230654575,0,0,0,0,0,1,0,0,0
MR-01302,Feature/Fix #1302,author_5,repo_4,11,6,5,4,12,3,2,0,0,0.6565773412099851,6,5.7918868253001285,17,6,0,0,0,0,0,71.22782263357304,-0.4278672556185582,3,0.3477000746448406,1,1,1,4,1,1,43,3,0.6715440404729419,0.0572109413549897,0,1,17,46,0,4,66,6.614187152769697,8.349552967519854,0,1,0,0,0,0,0,0,0
MR-01303,Feature/Fix #1303,author_22,repo_7,49,19,4,3,20,4,4,0,0,0.6631952354865109,3,6.542195839637348,27,2,0,0,0,0,1,73.00085518358227,-9.759714735518555,2,0.5454539867166239,1,0,1,2,1,1,3,3,0.8125926174219033,0.2165777583434642,0,0,102,800,2,3,10,5.1500290568645,5.550071659521102,0,0,0,0,0,0,0,0,0
MR-01304,Feature/Fix #1304,author_21,repo_5,9,45,51,1,8,4,1,0,0,0.6249480494404149,5,3.561477669160377,13,4,0,0,0,0,0,64.28985527526983,4.320504087660719,1,0.1482576104940725,1,1,1,2,0,4,91,4,0.894384090950855,0.0277418280980276,0,0,116,20,2,4,32,5.100929145194295,4.347562669963784,0,0,0,0,0,0,0,0,1
MR-01305,Feature/Fix #1305,author_14,repo_6,1,23,13,5,49,1,3,0,0,0.600088130722408,7,9.170613613046624,52,3,0,0,0,0,1,68.98342045421325,1.0353092964267394,3,0.2081074106064847,1,1,1,4,0,4,6,3,0.9493822334587528,0.0889837244944726,0,1,202,225,2,2,25,8.382814324537469,7.303418737953343,0,0,0,0,0,0,0,0,1
MR-01306,Feature/Fix #1306,author_23,repo_2,8,25,26,6,23,1,0,0,0,0.3811460694145109,4,14.165313796423046,139,4,1,0,0,0,1,48.45640659733951,-8.222705262252415,2,0.4490773203412749,1,1,1,7,0,1,37,3,0.5088752578274093,0.1363023766331015,0,0,41,164,1,3,129,7.34267153335445,6.018096252624355,0,0,0,0,0,0,0,0,0
MR-01307,Feature/Fix #1307,author_16,repo_3,7,19,17,5,27,5,0,0,0,0.7006456923587412,5,9.280406649320646,60,1,0,0,0,0,1,48.036866019887405,-5.217062586452452,0,0.199520062793909,1,1,1,3,0,1,13,3,0.8999258279951322,0.0074655175224767,0,1,37,44,3,4,10,6.877300054082376,5.595239402526538,0,0,0,0,0,0,0,0,1
MR-01308,Feature/Fix #1308,author_18,repo_7,16,65,32,4,5,3,0,0,0,0.6675993686092673,5,3.795410128937245,10,4,0,0,0,0,1,70.75202326593116,-8.645398740559184,1,0.2443760077286744,0,1,1,1,0,3,40,6,0.8294897706552581,0.0065486447768897,0,0,33,800,0,4,10,8.198795505692587,4.143064961723392,1,0,0,0,1,0,0,0,0
MR-01309,Feature/Fix #1309,author_7,repo_11,21,67,16,3,34,3,0,0,0,0.7248007767166669,3,11.869063094992422,13,4,0,0,0,1,1,79.51851591497054,0.1091866105403726,2,0.1005574442373815,1,1,1,2,1,1,243,5,0.6990071396630704,0.0637019297950994,0,0,283,46,1,3,12,7.933152924378215,5.7511066270685856,1,0,0,0,0,0,0,0,0
MR-01310,Feature/Fix #1310,author_10,repo_2,28,17,8,4,7,2,2,0,0,0.6039943298548796,3,7.372864868796542,25,5,0,0,0,0,1,53.27513195269028,2.390484104474925,1,0.4242241883020695,1,1,0,1,0,1,13,5,0.8439413211083249,0.0263268416031753,0,0,102,33,2,4,49,6.96610475081466,4.512021414584769,0,0,0,0,0,0,0,0,1
MR-01311,Feature/Fix #1311,author_7,repo_6,25,9,11,3,16,3,2,1,0,0.5283649159261782,4,10.669484781156733,75,1,1,0,0,1,1,71.04377070664644,-5.25661475696044,3,0.5255319723115931,1,1,0,3,0,0,33,5,0.6202333570922065,0.0752009323687133,0,0,48,161,0,2,78,6.789523815681337,5.793171345868771,1,0,0,1,0,0,0,0,1
MR-01312,Feature/Fix #1312,author_1,repo_5,12,15,48,2,18,4,0,0,0,0.6245642691898619,2,6.005362611737432,21,4,0,1,0,0,0,57.02546398649224,-11.22758881730852,1,0.190297109977,1,1,1,3,1,1,43,5,0.8619869891369767,0.0467078152285257,0,0,224,75,2,2,184,8.309730983089798,5.420976615037956,0,0,0,0,1,0,0,0,0
MR-01313,Feature/Fix #1313,author_23,repo_10,1,5,15,2,20,6,1,0,0,0.6277310644845834,4,4.94920513202919,13,2,0,0,0,0,1,52.5038500666652,6.020242827105728,2,0.311447203173117,1,1,1,2,0,3,82,5,0.3455488726459106,0.1195521107720735,0,0,41,16,2,3,94,5.783543872660978,6.953471638496367,0,0,0,0,0,0,0,0,1
MR-01314,Feature/Fix #1314,author_21,repo_1,37,25,6,3,9,3,0,1,0,0.5381322324920541,2,2.093445754855261,52,4,0,0,0,0,1,43.0801444654656,-6.737899033760389,2,0.1229855215224802,1,1,1,8,0,3,56,6,0.7553277296511198,0.0574228078723447,1,0,138,77,1,2,10,8.216669653839645,7.246554538261503,0,0,0,0,0,0,0,0,1
MR-01315,Feature/Fix #1315,author_19,repo_11,20,17,68,4,66,3,4,0,0,0.717329280295533,6,12.317054731363417,47,1,0,0,0,0,0,59.25580082842619,-2.7788492039988446,2,0.0702787952206847,0,1,1,3,0,2,38,3,0.9088243564135348,0.0693490388548001,0,0,55,16,1,3,10,8.58018194107426,7.871064668516119,0,0,0,0,0,0,0,0,0
MR-01316,Feature/Fix #1316,author_16,repo_10,14,2,39,3,19,4,1,0,0,0.8443881557128101,7,3.9346123731646943,10,1,0,0,0,0,0,33.22902792899761,2.661182757356092,3,0.2930435486567705,0,1,1,4,1,5,32,1,0.9601431397574528,0.0647962933796511,0,0,135,57,0,3,133,7.173293097985114,8.172384188317324,0,0,0,0,0,0,0,1,0
MR-01317,Feature/Fix #1317,author_19,repo_11,80,5,1,1,33,4,1,0,0,0.6033504505616861,5,9.475954695027731,10,5,0,0,0,0,1,39.1140119556141,-9.707529222010402,2,0.1161569108076799,1,1,1,5,0,2,14,2,0.5807137994513977,0.0052723185780907,0,0,13,392,1,1,10,6.241011886997727,5.499338506657789,0,0,0,0,0,0,0,0,1
MR-01318,Feature/Fix #1318,author_4,repo_4,54,16,171,3,33,4,1,1,0,0.7138179868825072,4,4.948096499247196,24,6,0,0,0,0,1,68.87301350455361,-3.49167611877584,3,0.2179341831514252,1,1,1,4,0,1,33,4,0.9826473248746508,0.1579337654153682,0,0,191,41,1,1,71,9.01872087384463,7.852890451849142,0,0,0,0,0,0,0,0,1
MR-01319,Feature/Fix #1319,author_18,repo_11,78,54,29,8,32,4,2,0,0,0.9349052649772028,4,7.247854989683293,68,3,0,0,0,0,1,57.11248210966525,-8.117110498039693,1,0.3587164467379171,1,1,1,7,0,2,29,5,0.9030660939449696,0.3216885213258317,0,0,227,29,1,1,21,9.146163103932484,7.466154945095623,0,0,0,0,0,0,0,0,1
MR-01320,Feature/Fix #1320,author_2,repo_2,27,20,4,4,28,2,0,0,0,0.4221317186432473,2,10.05952929538144,11,5,0,0,0,0,1,62.88275231466102,-3.1746433973451484,2,0.3690400524669405,0,0,0,4,0,6,1,1,0.7420716117366262,0.0283407794756263,0,0,18,32,3,3,53,5.706952639036762,7.738988612960325,0,0,0,0,0,0,0,1,0
MR-01321,Feature/Fix #1321,author_1,repo_4,5,28,6,3,60,2,1,0,0,0.8288230728800238,5,5.460416730808543,35,6,0,0,0,0,1,59.77943764333104,1.198275313666704,2,0.2358626013712777,0,1,1,5,0,5,14,4,0.7877803437362358,0.0045506523789947,0,0,137,146,2,6,10,6.690657713612051,8.511321231961071,0,0,0,0,0,0,0,0,0
MR-01322,Feature/Fix #1322,author_15,repo_1,47,10,29,6,58,1,1,0,0,0.672641724416348,1,6.083425719491705,19,3,0,0,0,0,1,53.52832750997757,0.0253982324312861,0,0.3202274784033576,1,1,1,3,1,3,33,4,0.6052679187612163,0.0664602787346057,0,0,162,151,4,5,49,6.400073749732977,7.283408847178155,0,0,0,0,0,0,0,0,0
MR-01323,Feature/Fix #1323,author_5,repo_2,9,21,37,4,18,3,1,0,0,0.6499216521507293,6,3.837599673872173,10,4,0,0,0,0,0,45.294256829385006,-9.473979022310374,2,0.465914577034391,1,1,1,3,1,0,28,3,0.4504590214997007,0.1646911369413868,0,0,352,27,1,4,39,7.759117143037625,6.664992013379786,0,0,0,0,0,0,0,1,0
MR-01324,Feature/Fix #1324,author_20,repo_8,23,14,6,1,35,6,3,0,0,0.7618632497925402,3,5.993959725221654,22,3,1,0,0,0,1,44.64534917566898,7.83404636150483,2,0.1963329749464734,1,1,0,2,0,2,18,5,0.870045703559368,0.0019330397963314,0,1,5,419,0,3,39,9.130531001896872,7.712057745451764,1,0,0,0,0,0,0,0,1
MR-01325,Feature/Fix #1325,author_11,repo_6,2,26,7,5,5,2,0,0,1,0.7908676821043031,3,10.058801480274097,35,2,1,0,0,1,1,62.2273819295188,-6.337244299570764,2,0.2355110509271751,1,1,1,4,0,4,175,5,0.7565466740465424,0.0499565489402903,0,0,300,17,3,2,16,6.783379906244857,7.929271130065388,0,0,0,0,0,0,0,1,1
MR-01326,Feature/Fix #1326,author_10,repo_2,69,1,9,3,5,2,0,0,0,0.9386009727843664,6,10.901560708942952,70,5,1,0,0,1,0,59.67380691423312,0.4699284637179888,1,0.016797382250931,1,1,1,5,0,2,45,2,0.9398318958717714,0.07636480973984,0,0,222,42,1,2,102,9.227764056630832,6.384875817934466,0,0,0,0,0,0,1,0,0
MR-01327,Feature/Fix #1327,author_2,repo_6,5,16,22,6,22,5,1,0,0,0.7616236282125574,4,7.838403309630936,11,2,0,0,0,0,1,80.11240433360558,-9.737222844513877,1,0.2581326354036092,1,0,1,3,0,5,92,2,0.7461307498522368,0.015796948825015,0,0,148,30,1,4,69,8.753136835740625,5.322764901641099,0,0,0,0,0,0,0,0,0
MR-01328,Feature/Fix #1328,author_3,repo_10,93,8,4,6,80,2,0,0,0,0.6753571270791451,5,6.367957954973416,31,4,0,0,0,0,1,83.57923675002743,-1.3893844923071084,5,0.3100619990097789,1,0,1,1,0,1,36,6,0.9559553790771832,0.0225870142590803,0,0,165,124,0,4,42,9.497102859365002,6.885194354727604,0,0,0,0,0,0,0,0,0
MR-01329,Feature/Fix #1329,author_23,repo_9,79,9,2,4,36,4,0,0,1,0.500530676912194,4,4.402420446696207,91,4,0,0,0,0,0,46.41063435371671,3.5794263847456964,3,0.0821992935489032,1,1,1,2,0,5,66,7,0.938476991755828,0.0209091220509762,0,0,467,572,0,1,36,6.715056953566704,7.189618211929588,0,1,0,0,0,0,0,1,1
MR-01330,Feature/Fix #1330,author_23,repo_7,24,81,28,4,38,1,5,0,1,0.6188215678468134,3,6.26604240614229,32,5,0,0,0,0,1,69.24821369294281,-0.5331004432222765,4,0.4251622196062824,1,1,1,2,0,5,46,7,0.9392811698319689,0.0049581007898217,0,0,20,55,0,4,66,9.035978642110498,6.139019677584658,0,0,0,0,0,0,0,0,1
MR-01331,Feature/Fix #1331,author_12,repo_9,54,5,37,6,6,1,1,0,0,0.5123016498679099,2,9.797134204801235,83,4,0,0,0,1,0,54.42401841091422,-7.593086820146666,2,0.6447587390653923,0,0,0,7,0,2,4,3,0.6059330237833489,0.1339883269041198,0,0,75,116,4,5,41,8.080018668532897,5.76183115203378,1,0,0,0,0,0,0,0,0
MR-01332,Feature/Fix #1332,author_20,repo_5,38,9,17,4,21,0,0,0,0,0.6194525662462614,3,5.168749095384554,31,6,0,0,1,0,1,70.7068972400328,0.8733849627743706,3,0.1310667480915061,1,1,1,6,0,2,10,6,0.672509307194189,0.0282449430905566,0,1,30,521,2,5,34,5.782349329866324,8.008672327863431,0,0,0,0,0,0,0,0,0
MR-01333,Feature/Fix #1333,author_5,repo_7,64,17,11,2,17,1,1,0,0,0.963127013272081,4,9.72720688556257,32,1,0,0,0,0,1,82.7976684730168,5.297433457436456,2,0.1089196736493606,0,1,1,5,0,1,15,7,0.7284891059403898,0.0325184525708049,0,1,146,452,0,3,10,4.223212611498552,8.132973677325525,0,1,0,0,0,0,0,0,0
MR-01334,Feature/Fix #1334,author_5,repo_11,22,49,14,3,53,2,2,0,0,0.8681683907270232,3,1.4452579651541837,44,2,0,0,0,0,0,85.7106502440681,1.7266367054682086,3,0.4061410751458401,1,1,1,2,0,3,26,2,0.7787407504491756,0.0352828383396431,0,0,212,20,2,4,55,6.749126929503835,5.845867882396084,0,0,0,0,0,0,0,0,0
